timestamp_ms,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z
0,0.5217499732971191,0.281075656414032,-0.8261438012123108,0.531745433807373,0.2401946783065796,-0.7837926149368286,0.5389235019683838,0.24097473919391632,-0.7839902639389038,0.5450193285942078,0.24162018299102783,-0.7839444875717163,0.5065473318099976,0.23635566234588623,-0.8057519793510437,0.4950219392776489,0.23547470569610596,-0.8060730695724487,0.48376575112342834,0.23483294248580933,-0.8065082430839539,0.5488251447677612,0.25515979528427124,-0.49910968542099,0.4604165852069855,0.25562500953674316,-0.5929366946220398,0.5318857431411743,0.3247944116592407,-0.7153766751289368,0.5024942755699158,0.32031315565109253,-0.7428800463676453,0.6077691912651062,0.5006909966468811,-0.27426576614379883,0.3727553188800812,0.515004575252533,-0.42554396390914917,0.6502642035484314,0.8374500870704651,-0.32121720910072327,0.33320412039756775,0.8695739507675171,-0.4200296103954315,0.5741599798202515,0.9574946761131287,-0.7105826139450073,0.45291054248809814,0.9679555296897888,-0.667611300945282,,,,0.4924823045730591,1.0449327230453491,-0.7493006587028503,0.5582972764968872,0.9655733704566956,-0.8227400183677673,0.505195677280426,0.9767777323722839,-0.7724341750144958,,,,0.4929359257221222,0.9526967406272888,-0.6770375370979309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.5214017033576965,0.2788553833961487,-0.7623293995857239,0.5317542552947998,0.23856237530708313,-0.7135669589042664,0.5389288663864136,0.23963212966918945,-0.7137568593025208,0.5453932881355286,0.24061237275600433,-0.7135528326034546,0.5063883662223816,0.23441435396671295,-0.7341101169586182,0.49493521451950073,0.23340164124965668,-0.7343690395355225,0.4835811257362366,0.23262354731559753,-0.7348067164421082,0.549195408821106,0.25543418526649475,-0.4155672788619995,0.46036508679389954,0.2538564205169678,-0.5038523077964783,0.5318247079849243,0.32397031784057617,-0.6494100093841553,0.5010269284248352,0.31930944323539734,-0.675014078617096,0.6075807809829712,0.5006505250930786,-0.19028353691101074,0.3735271692276001,0.5149725675582886,-0.3358493149280548,0.6505279541015625,0.8374497294425964,-0.2243364006280899,0.3336870074272156,0.872249186038971,-0.31902778148651123,0.5829712748527527,0.9575051665306091,-0.6412815451622009,0.45235908031463623,0.9683063626289368,-0.5866979360580444,,,,0.49364060163497925,1.0455567836761475,-0.6662634611129761,0.5570379495620728,0.9678787589073181,-0.7617290616035461,0.49703308939933777,0.976455569267273,-0.6986778378486633,,,,0.4917609989643097,0.952880859375,-0.5982798337936401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0.5212464928627014,0.2774384915828705,-0.7492051720619202,0.5318096876144409,0.2381598800420761,-0.7015936374664307,0.5391363501548767,0.23920002579689026,-0.7018184661865234,0.5462949275970459,0.2401231825351715,-0.70168536901474,0.5063884258270264,0.2337692677974701,-0.7221770882606506,0.4949897527694702,0.2323310673236847,-0.7224270105361938,0.4836083650588989,0.23122788965702057,-0.7229174375534058,0.5498836040496826,0.25553634762763977,-0.40351057052612305,0.46037304401397705,0.25157225131988525,-0.4918375015258789,0.5318215489387512,0.3233814239501953,-0.6354299783706665,0.5006495118141174,0.31886428594589233,-0.6610779166221619,0.6077078580856323,0.5006484389305115,-0.18039526045322418,0.37382662296295166,0.5126126408576965,-0.3206253945827484,0.6505419015884399,0.8399313688278198,-0.21342633664608002,0.33403268456459045,0.8728399276733398,-0.30955970287323,0.5812694430351257,0.9670680165290833,-0.6173827648162842,0.45305177569389343,0.9687039852142334,-0.5666460394859314,0.568848192691803,1.0179297924041748,-0.716385543346405,0.4951403737068176,1.0546733140945435,-0.6437012553215027,0.5508885979652405,0.9857158660888672,-0.7367992401123047,0.49723535776138306,0.9779395461082458,-0.6766932010650635,,,,0.4939955770969391,0.9533615708351135,-0.5779525637626648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,0.521541953086853,0.277446985244751,-0.7536526918411255,0.5327445864677429,0.23795951902866364,-0.7060442566871643,0.5398334860801697,0.2390928715467453,-0.7062416076660156,0.5472334623336792,0.24008840322494507,-0.7060991525650024,0.5069124698638916,0.2334056943655014,-0.7289873957633972,0.495606392621994,0.2317865937948227,-0.7292861938476562,0.48405346274375916,0.23056671023368835,-0.7297508120536804,0.5505132079124451,0.25594693422317505,-0.40506109595298767,0.46047618985176086,0.24981056153774261,-0.5060606002807617,0.5321038961410522,0.32336944341659546,-0.638163149356842,0.500777006149292,0.31875163316726685,-0.6673088073730469,0.6077160239219666,0.5006487965583801,-0.17326530814170837,0.3741249740123749,0.512107253074646,-0.3328859210014343,0.6505594849586487,0.8401364088058472,-0.21709704399108887,0.33421388268470764,0.8728840947151184,-0.3326183259487152,0.5808026194572449,0.9674028158187866,-0.6341472268104553,0.4542391002178192,0.9684213995933533,-0.59410560131073,0.5681494474411011,1.0178945064544678,-0.7335041761398315,0.4957200586795807,1.0545445680618286,-0.6726986765861511,0.5482476353645325,0.986491322517395,-0.7529829144477844,0.4971564710140228,0.9775956869125366,-0.7025516033172607,0.5476396679878235,0.9655924439430237,-0.6523579359054565,0.49410226941108704,0.9531049728393555,-0.6047168374061584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0.521601140499115,0.2741519808769226,-0.7040302157402039,0.5328733325004578,0.23558956384658813,-0.6581647396087646,0.5399524569511414,0.23728106915950775,-0.6583301424980164,0.5474502444267273,0.23884311318397522,-0.6581708788871765,0.5069130063056946,0.23002567887306213,-0.6808710694313049,0.4956074059009552,0.2282039225101471,-0.6811821460723877,0.4840273857116699,0.2268206924200058,-0.6816442608833313,0.5505281090736389,0.25591838359832764,-0.36981135606765747,0.4603985548019409,0.2468862682580948,-0.47004684805870056,0.5321270227432251,0.3212153911590576,-0.5930264592170715,0.5006824135780334,0.31558939814567566,-0.6219300031661987,0.607218861579895,0.500671923160553,-0.14756326377391815,0.3745437562465668,0.5121102929115295,-0.3119409382343292,0.6505678296089172,0.8406029343605042,-0.2199525237083435,0.33438941836357117,0.8737518191337585,-0.3370508849620819,0.5767679810523987,0.9645171165466309,-0.6414253115653992,0.47094088792800903,0.9664319157600403,-0.5972785949707031,0.5581945776939392,1.0126429796218872,-0.7398595809936523,0.501858651638031,1.0245369672775269,-0.6736859083175659,0.5384393930435181,0.9847284555435181,-0.7545492053031921,0.5148441195487976,0.973409116268158,-0.6963580846786499,0.5453796982765198,0.9641441106796265,-0.657515287399292,0.5086331963539124,0.9507791996002197,-0.6043081879615784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0.5210415124893188,0.2733490467071533,-0.6477805972099304,0.5327095985412598,0.23521734774112701,-0.6073269248008728,0.5397641062736511,0.2371012419462204,-0.6074880957603455,0.5473054051399231,0.2387753576040268,-0.6073246002197266,0.5066811442375183,0.22877493500709534,-0.6264196038246155,0.49542954564094543,0.226522296667099,-0.626700222492218,0.48383262753486633,0.22484634816646576,-0.6271336674690247,0.5507280230522156,0.25648367404937744,-0.3415159285068512,0.46029555797576904,0.24445302784442902,-0.42676466703414917,0.5319699048995972,0.3212098479270935,-0.5452650189399719,0.5000418424606323,0.3144018352031708,-0.569642961025238,0.6072129011154175,0.5006654262542725,-0.14114919304847717,0.37478065490722656,0.5121856927871704,-0.27785810828208923,0.6505682468414307,0.8398640751838684,-0.21362055838108063,0.3345109224319458,0.8750350475311279,-0.32219138741493225,0.5770734548568726,0.9502856135368347,-0.6274309158325195,0.47602441906929016,0.9577624201774597,-0.5904297232627869,0.558275043964386,0.9935837388038635,-0.7240983247756958,0.5137595534324646,0.9921673536300659,-0.6645740270614624,0.5388378500938416,0.9622572064399719,-0.7373042702674866,0.5208103060722351,0.953262984752655,-0.6814297437667847,0.5464010238647461,0.9441364407539368,-0.641797661781311,0.5142850279808044,0.9293434619903564,-0.594674289226532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,0.520957350730896,0.27307724952697754,-0.6484983563423157,0.5326890349388123,0.23501452803611755,-0.6074150204658508,0.53971266746521,0.23697876930236816,-0.6075888276100159,0.5472285151481628,0.2387075573205948,-0.6074258685112,0.5066772699356079,0.2281542271375656,-0.6247304677963257,0.4954370856285095,0.22565791010856628,-0.6249953508377075,0.483852356672287,0.22378215193748474,-0.6254310607910156,0.5507389307022095,0.25660276412963867,-0.3385390341281891,0.46036550402641296,0.2429783046245575,-0.4150705635547638,0.5319396257400513,0.32124173641204834,-0.5453671813011169,0.49996909499168396,0.3138766586780548,-0.5673475861549377,0.6072532534599304,0.5008000731468201,-0.14574304223060608,0.3747696578502655,0.5120136737823486,-0.2587859332561493,0.6508355736732483,0.8402948379516602,-0.2109338492155075,0.3344455063343048,0.8756425380706787,-0.29321444034576416,0.5778273344039917,0.9493732452392578,-0.6309940218925476,0.47521793842315674,0.9500702023506165,-0.5848385691642761,0.5588096380233765,0.9894347190856934,-0.7303155064582825,0.5126640796661377,0.9799705147743225,-0.6628856062889099,0.5405312180519104,0.9543135166168213,-0.7445398569107056,0.5196275115013123,0.937390923500061,-0.6815564632415771,0.5480981469154358,0.9353678226470947,-0.6455610990524292,0.5129699110984802,0.9157265424728394,-0.5902338624000549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,0.5220057964324951,0.27360835671424866,-0.6605263948440552,0.5332409143447876,0.2352413684129715,-0.6192373633384705,0.540000855922699,0.23717917501926422,-0.6194084286689758,0.5474599003791809,0.23889563977718353,-0.6192313432693481,0.5075326561927795,0.22824542224407196,-0.6398336887359619,0.49652644991874695,0.22567369043827057,-0.6401031613349915,0.4851343333721161,0.22377169132232666,-0.6405383944511414,0.5506823062896729,0.25672805309295654,-0.34420913457870483,0.4606461226940155,0.24233677983283997,-0.43617531657218933,0.5324529409408569,0.321887344121933,-0.5545462965965271,0.5011550188064575,0.31404799222946167,-0.5812442302703857,0.6072199940681458,0.5004380941390991,-0.140813410282135,0.3747718930244446,0.5119248032569885,-0.2773815095424652,0.6517629027366638,0.8356481194496155,-0.1974216252565384,0.3343850076198578,0.8747184872627258,-0.309466153383255,0.5835426449775696,0.9459258317947388,-0.6272209286689758,0.46863070130348206,0.9410467743873596,-0.6225962042808533,0.5620304942131042,0.9850282073020935,-0.7291473150253296,0.5065804719924927,0.9745716452598572,-0.7056429386138916,0.5465214848518372,0.9494753479957581,-0.7466606497764587,0.5170161724090576,0.9309486746788025,-0.7255406975746155,0.5527747273445129,0.9300090670585632,-0.6436354517936707,0.5094967484474182,0.9095719456672668,-0.6287515163421631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,0.5205509066581726,0.2707076370716095,-0.5675614476203918,0.5320428013801575,0.23202526569366455,-0.5256738066673279,0.5387496948242188,0.23392733931541443,-0.5258724689483643,0.546136200428009,0.2358195185661316,-0.525658130645752,0.506892740726471,0.2253236472606659,-0.5393354296684265,0.4961824119091034,0.222507506608963,-0.5393949747085571,0.4849104881286621,0.22064578533172607,-0.5397827625274658,0.550236165523529,0.25561121106147766,-0.26718413829803467,0.46063414216041565,0.2392585128545761,-0.32662972807884216,0.5319496393203735,0.31996095180511475,-0.4716796875,0.5002267360687256,0.31173884868621826,-0.4889054596424103,0.6072506308555603,0.4992901384830475,-0.11143992096185684,0.37466299533843994,0.5116375684738159,-0.18804749846458435,0.6562256217002869,0.8328274488449097,-0.1705763339996338,0.33334845304489136,0.8739623427391052,-0.24762468039989471,0.5892966985702515,0.9391666054725647,-0.5780999064445496,0.4610235393047333,0.9334054589271545,-0.5853933691978455,0.5702409148216248,0.9770717024803162,-0.6803224086761475,0.4959191381931305,0.9656963348388672,-0.6695053577423096,0.5573447346687317,0.9345593452453613,-0.6940099000930786,0.5113431215286255,0.9189794659614563,-0.6863590478897095,0.5615862011909485,0.9145142436027527,-0.5922631025314331,0.5036750435829163,0.8985503315925598,-0.5922553539276123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,0.5211660265922546,0.26814019680023193,-0.6101853847503662,0.5326221585273743,0.2303377240896225,-0.5703453421592712,0.5392885804176331,0.23277005553245544,-0.5705860257148743,0.546525239944458,0.23503495752811432,-0.5705840587615967,0.5070644617080688,0.22278966009616852,-0.5895379781723022,0.4962989091873169,0.22030717134475708,-0.5898102521896362,0.4849226176738739,0.21876178681850433,-0.5902624130249023,0.5503234267234802,0.25535672903060913,-0.30983442068099976,0.46063870191574097,0.23848950862884521,-0.3855573534965515,0.5322221517562866,0.31781578063964844,-0.5125859379768372,0.5003462433815002,0.30869075655937195,-0.535627543926239,0.6071929931640625,0.49911001324653625,-0.12887133657932281,0.3746642768383026,0.5116320848464966,-0.2316456288099289,0.6594926118850708,0.8303582072257996,-0.175879567861557,0.33006423711776733,0.8739745020866394,-0.3198389410972595,0.5983043909072876,0.9164119958877563,-0.6604968309402466,0.45060354471206665,0.9051556587219238,-0.7450626492500305,0.5760780572891235,0.9526674747467041,-0.7674022316932678,0.4863590896129608,0.9451989531517029,-0.8378998041152954,0.5678221583366394,0.9062825441360474,-0.780829131603241,0.5019103288650513,0.8905878067016602,-0.849157989025116,0.5722832083702087,0.88515305519104,-0.6751363277435303,0.49090248346328735,0.871772825717926,-0.750726580619812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
